sentence_id,clean_text,obfuscated_text,obf_level,meta_label
1208,"Sector 4 shows suspicious activity, verify","53(tor 4 shows 5u5picious activity , verify",low,SAFE
1209,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to sy5t3m anomaly,low,THREAT
1210,"Multiple crossings detected near border side, alert command","Mu1tiple  c®o551ñ9$ #d3t3(t3d# #n3@®# @bo®d3®# $!d3 , a13®t #(omm@nd@",high,THREAT
1211,Code Alpha – maintain schedule,(ode A1pha – m41ñtaiñ sch3dule,low,HATE
1212,"Send backup, radio is down","Send b@(kvp , r@dio i5 dowñ",medium,HATE
1213,"Tango spotted near checkpoint, move to cover","Tango sp0tted near c#eckp0in7 , move to cov3r",low,SAFE
1214,"Operation Delta in two minutes, finalize readiness","0p3®4t!0n #Del7a@ 1ñ 7w2o m1ñv573s , f1ñ@|1z3 r34d!ñe$$",high,THREAT
1215,"Payload drop scheduled at 0300 hrs, confirm logistics","P4ylo4d  d®0p sc#edu|ed @7 0300 #®s , #(0ñf1®m@ @1o9i$ti(5@",high,THREAT
1216,Unverified reports suggest agitators gathering,Unv3rifi3d reports su9g3$t agitators g47he®ing,medium,SAFE
1217,Code Alpha – maintain schedule,@(0de# @|p#@ – m41nt41ñ 5(h3du|34,high,SAFE
1218,Recon reports possible infiltration near hill-8,Re(on reports possible infiltration near hill - 8,low,HATE
1219,"Send backup, radio is down","Send b(kup , radio !$ down",medium,HATE
1220,Recon reports possible infiltration near hill-1,®ecoñ ®3po®t$ $po55!8le# @iñf!17r4t10ñ# ñ3ar #1|1 - 1,high,THREAT
1221,"Transmission jam detected, postpone the meeting","$T®@ñsm!5s10ñ#  j4m @de735c7ed$ , $p0$tpoñe# t#e m3e7iñ9",high,SAFE
1222,Recon reports possible infiltration near hill-2,Recon reports possible infiltration n3ar hill - 2,low,SAFE
1223,"The source may shift position, keep eyes open","The sou®ce may shift po5iti0n , keep eyes open",low,THREAT
1224,"Patrol cancelled, area seems unsafe","P@7®o| (4ñc3l|3d , a®3@ $eem$ uñ$af3",high,THREAT
1225,Code Alpha – maintain schedule,Cod3 40lp#@ – m@iñt4!n #schedu1e$,high,SAFE
1226,"Civilian movement reported near checkpoint, caution","Civilian movement reported near checkpo1nt , (aut1on",low,THREAT
1227,"Transmission jam detected, postpone the meeting","T®añ5m1s51on j@m detected , pos7pn3 the meeting",medium,HATE
1228,"Multiple crossings detected near border side, alert command","Mul7iple crossings detected near border side , alert commañd",low,SAFE
1229,"The source may shift position, keep eyes open","The surc3 may- shift position , k3p eyes pn",medium,SAFE
1230,"Zone-1 reports hostile movement, silent mode on","Zone - 1 r3port5 #ost1le movement , silent mode on",low,HATE
1231,"Transmission jam detected, postpone the meeting","Transmission  jam de7cted , po5tp0n3 7he meeting",medium,SAFE
1232,"Tango spotted near checkpoint, move to cover","Tango spotted nea® checkpoint , move to cover",low,THREAT
1233,"Package status unclear, abort the handover","Pa(k@ge $74tv5 vñ(|3@r , #a80r7$ 7#e h@ñd0v3r",high,HATE
1234,"Package status unclear, abort the handover","Package statvs unclear , abort th3 handover",low,HATE
1235,Mission NeonSky aborted due to system anomaly,$Mi5si0ñ$ ñ3oñ$ky $a8o®73d@ dve @t0# 5y5tem añ0ma|y,high,THREAT
1236,"The source may shift position, keep eyes open","7he s0u®ce may s#ift p0s!70n , k3ep eye5 open",medium,SAFE
1237,"Transmission jam detected, postpone the meeting","Tran$m1ssiñ j_@m detected , po$tpon3 the meeting",medium,HATE
1238,All units remain in blackout; maintain radio silence,@1| units r3main in blackv7 ; m4!nt4!n ®4dio sil3nce,medium,SAFE
1239,"Package status unclear, abort the handover","Package status unclear , abort the handover",low,SAFE
1240,"Sector 11 shows suspicious activity, verify","S3(703® 11 5#ow5 sv$p1(i0u$ 4(7ivity , v3rify",high,HATE
1241,"Tango spotted near checkpoint, move to cover","7añg0 spotted ñ34r checkpo!nt , move to (0-ver",medium,HATE
1242,Code Alpha – maintain schedule,(ode Alpha – m-@int4iñ schedule,medium,HATE
1243,"Operation Delta in two minutes, finalize readiness","0p3®a78!0n $D3|t4$ @!ñ# #7w0$ miñv73s , #f1ñ@|iz3# @®e@d!ñe5$$",high,THREAT
1244,"Payload drop scheduled at 0130 hrs, confirm logistics","Pay1oad drop scheduled at 0130 hrs , confirm lo9$t!(5",medium,SAFE
1245,"Send backup, radio is down","Send backup , radio is down",low,HATE
1246,Code Alpha – maintain schedule,Code Alp#a – maintain s(hedvle,low,HATE
1247,"Tango spotted near checkpoint, move to cover","Tango spotted ne4r checkpoint , move to cover",low,THREAT
1248,Unverified reports suggest agitators gathering,vñv3®ified ®3p0®t51 sugg35t 49ita70®5 904th3®in9,high,THREAT
1249,"Zone-B reports hostile movement, silent mode on","Zoñ3 - B reports hosti1e m0vemnt , 5i|ent mode oñ",medium,THREAT
1250,"Transmission jam detected, postpone the meeting","Transmission jam det3cted , postpone 7he meeting",low,SAFE
1251,Unverified reports suggest agitators gathering,Unv3®1f13d #®ep0®t$# @$vg93s7@ @9i7@7o®$ $9a7he®iñg@,high,SAFE
1252,Recon reports possible infiltration near hill-5,R3coñ repo®7s p0$s!81e infil7rti0ñ near hill - 5,medium,THREAT
1253,"Sector 4 shows suspicious activity, verify","S3c7o® #4$ 95#ow5 $v$p!(1ou$ 4c71v17y , ve®!fy",high,HATE
1254,"Sector 11 shows suspicious activity, verify","_Sect0r 11 shows 5spic!ovs act1v7y , verify",medium,SAFE
1255,Unverified reports suggest agitators gathering,Unverified ®3port$ suggest agitt0®s gathering,medium,SAFE
1256,Mission NeonSky aborted due to system anomaly,Mi5si0n N3oñ5ky aborted du t0 system anomaly,medium,THREAT
1257,"Tango spotted near checkpoint, move to cover","7an90  5po77ed ñ3a® @(h3ckpo!nt# , m0ve 7o (0v3®",high,HATE
1258,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to system anomaly,low,THREAT
1259,Mission NeonSky aborted due to system anomaly,M1$5i0ñ ñ3oñSky 4b0®73d5 du3 $t0$ sy0s73m 4n0m@0|y,high,SAFE
1260,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to system anomaly,low,HATE
1261,"Tango spotted near checkpoint, move to cover","Tango spotted near checkp0int , move to cover",low,SAFE
1262,Recon reports possible infiltration near hill-8,R63c0ñ @r3port5@ p0$5!8|3 iñf!l7®at10n $ñ3@®$ #!1l - 8,high,THREAT
1263,"Transmission jam detected, postpone the meeting","Transmission jam detected , postpone 7he meeting",low,THREAT
1264,"Package status unclear, abort the handover","Pa(kag sta7v5 uncl4® , abort the handove®",medium,SAFE
1265,Establish perimeter and monitor the north ridge,Establish perimeter and monitor the north ridge,low,SAFE
1266,"Civilian movement reported near checkpoint, caution","(ivi1214ñ mov3m3n7 ®3p0rted near (#3ckpo!nt , c4vt!0n",high,SAFE
1267,"Tango spotted near checkpoint, move to cover","Tango spotted ne4r (heckpoin7 , move t0 cover",low,HATE
1268,"Patrol cancelled, area seems unsafe","P@7r01 (4nc3|l3d , area 5ems uñ5af3",medium,HATE
1269,"Send backup, radio is down","Send backup , radio is down",low,THREAT
1270,"Sector 3 shows suspicious activity, verify","5ect0r 3 shows suspicious activity , ver1fy",low,SAFE
1271,"The source may shift position, keep eyes open","The source may 5hift position , keep eyes op_en",medium,THREAT
1272,All units remain in blackout; maintain radio silence,All uñit5 remain in black0v7 ; maintain rdo silence,medium,HATE
1273,"Patrol cancelled, area seems unsafe","Patrol cancelled , a®3 seems vñs@fe",medium,SAFE
1274,"Sector 7 shows suspicious activity, verify","Sector 7 shows suspicious activity , ve®ify",low,SAFE
1275,"Send backup, radio is down","Send 8ckvp , r4dio is dw-ñ",medium,SAFE
1276,"Payload drop scheduled at 0130 hrs, confirm logistics","P@ylo@d drop scheduled at 0130 hrs , conf1rm l09is7i($",medium,SAFE
1277,Unverified reports suggest agitators gathering,Uñv3®if!ed @r3p0®7s@ $$vgg3$7# ag17a7ors 9ath3r!n9,high,THREAT
1278,"Package status unclear, abort the handover","P@cka93 #$7@7v$@ vñ(31e@® , 48or7 t#e #añd0v3®",high,SAFE
1279,"Multiple crossings detected near border side, alert command","Multiple cr05siñgs detected near border side , alert command",low,HATE
1280,"Operation Delta in two minutes, finalize readiness","Op3ration Delta 1ñ two minutes , finalize readiness",low,SAFE
1281,"The source may shift position, keep eyes open","Th3 source may sh1ft po5iti0n , keep eyes open",low,SAFE
1282,"Target confirmed near sector 1, stay alert","Target c0nfirmed near s3(tor 1 , stay alert",low,SAFE
1283,Mission NeonSky aborted due to system anomaly,M!s$!0ñ ñ30ñ5ky $abo®7ed@ dve 70 @sy57em$ añ0maly,high,THREAT
1284,"Zone-2 reports hostile movement, silent mode on","Zoñ3 - 2 repor7s hostile movement , si13nt mode on",low,SAFE
1285,Mission NeonSky aborted due to system anomaly,Mission N30nSky bo®7ed due 7o $y$t3m @nomaly,medium,THREAT
1286,"Zone-B reports hostile movement, silent mode on","Zoñe - B reports hostile m0v3ment , silent mode on",low,THREAT
1287,Need to secure base at dawn,Need to 5ecur3 base at dawn,low,HATE
1288,"Operation Delta in two minutes, finalize readiness","Operation D3lta 1n two minutes , final1ze r3adine5s",low,HATE
1289,Mission NeonSky aborted due to system anomaly,M1ss1on NeonSky aborted due to 5yst3m anomaly,low,THREAT
1290,"Tango spotted near checkpoint, move to cover","Tango spotted near (#eckpoint , move to cover",low,SAFE
1291,"Payload drop scheduled at 0730 hrs, confirm logistics","Payload  drop scheduled at 0730 hrs , confirm logistics",low,SAFE
1292,All units remain in blackout; maintain radio silence,A|l vn1t5 ®3_main ñ blackout ; maintain radio silence,medium,HATE
1293,"Operation Delta in two minutes, finalize readiness","0perat1on  Delta in two minutes , finalize readiness",low,SAFE
1294,"The source may shift position, keep eyes open","T#e source may shift position , keep eyes op3n",low,SAFE
1295,"Operation Delta in two minutes, finalize readiness","Operation Delta in two m1nt35 , finalize re@din$s",medium,SAFE
1296,"Package status unclear, abort the handover","P@cka9_e status unclear , a-8or7 the handover",medium,HATE
1297,"Payload drop scheduled at 0005 hrs, confirm logistics","P@ylo@d drop schedul3d a7 0005 hr5 , confirm logistics",medium,SAFE
1298,"Multiple crossings detected near border side, alert command","Mu1t1ple c®o5sings detected near b0®der side , alert (0mm4nd",low,HATE
1299,Code Alpha – maintain schedule,Code 4lpha – maintain schedule,low,THREAT
1300,"Package status unclear, abort the handover","Package status vñclear , abort the handover",low,SAFE
1301,"Transmission jam detected, postpone the meeting","Transmission  jam d3tec-t3d , postp0n3 t#e meeting",medium,SAFE
1302,Need to secure base at dawn,Need to secure base at dawñ,medium,SAFE
1303,"Transmission jam detected, postpone the meeting","Transmission jam det3(7ed , postpone the meeting",low,SAFE
1304,"Zone-B reports hostile movement, silent mode on","Z0n3 - 8 r3port5 hos7ile movement , silent mode 0n",medium,HATE
1305,Need to secure base at dawn,N33d @70$ 53(u®3 8a$e @@t@ dawn,high,THREAT
1306,Mission NeonSky aborted due to system anomaly,Mi5si0n NeonSky 4bo®t3d due to system @ñom4ly,medium,THREAT
1307,"Sector 7 shows suspicious activity, verify","Sector 7 s#ows suspicious activity , v3rfy",medium,THREAT
1308,"Zone-A reports hostile movement, silent mode on","Zne - A ®po®ts h05t1le mov3m3nt , silent mode on",medium,THREAT
1309,Recon reports possible infiltration near hill-8,Recon  repo®7s pos5b13 iñfltr4t10n near hill - 8,medium,HATE
1310,"The source may shift position, keep eyes open","The source m4y shift position , keep eyes open",low,HATE
1311,"Tango spotted near checkpoint, move to cover","74ng0  5pottd ñear (h3ckp0n7 , mov3 to cover",medium,SAFE
1312,"The source may shift position, keep eyes open","The source my sh1ft p05i7i0ñ , keep eyes open",medium,SAFE
1313,"Tango spotted near checkpoint, move to cover","Tañ90 $sp07t3d# n3ar (#3(kp0!n7 , m0v3 70 (0v3r",high,SAFE
1314,Need to secure base at dawn,N33d t0 5ecur b@s3 at dawn,medium,THREAT
1315,Unverified reports suggest agitators gathering,Unverified reports sv99est agitators gathering,low,HATE
1316,Unverified reports suggest agitators gathering,Unverified reports _sv9gest agitators gathering,medium,THREAT
1317,"Operation Delta in two minutes, finalize readiness","Operation Delta in two minutes , finalize readiness",low,SAFE
1318,"Transmission jam detected, postpone the meeting","Trañsmi5s1on jam detect3d , postpone the m3e71ng",low,HATE
1319,"Package status unclear, abort the handover","Package 57atu$ v-ñ(l3a® , abort t#e h@ndover",medium,SAFE
1320,"Civilian movement reported near checkpoint, caution","(ivi|1an m0vem3ñ7 r3p0®ted n3a® (#e(kp0in7 , (au7!0ñ",high,THREAT
1321,Establish perimeter and monitor the north ridge,E5tab|15h pe®im37e® and moñi7o® the n0rth _ridge,medium,HATE
1322,"Operation Delta in two minutes, finalize readiness","0peratioñ De1ta n_ two minutes , fina1iz3 re@d!nes5",medium,HATE
1323,Recon reports possible infiltration near hill-9,®econ reports p05sible inf11tra71on near hill - 9,low,THREAT
1324,All units remain in blackout; maintain radio silence,4ll units rem4in in bl4ck0ut ; maintain radio silen(e,low,SAFE
1325,"Transmission jam detected, postpone the meeting","T®4n$m!ssion jm det3(t3d , postpone t#e m3tin9",medium,HATE
1326,Mission NeonSky aborted due to system anomaly,Mission NeoñSky 4borted due to syst3m anomaly,low,THREAT
1327,"Package status unclear, abort the handover","Package status unclear , abort the handover",low,SAFE
1328,Code Alpha – maintain schedule,Code Alpha – maint4in schedule,low,HATE
1329,"Transmission jam detected, postpone the meeting","T®ansmiss1on jam d3t3cted , postpone t#e me3tin9",low,SAFE
1330,Unverified reports suggest agitators gathering,Uñv3®if13d r3p0®t$ suggest agi74to®s gathering,medium,THREAT
1331,"Operation Delta in two minutes, finalize readiness","pe®atioñ Delta ñ tw0 m!nu73s , finalize readiness",medium,SAFE
1332,"Tango spotted near checkpoint, move to cover","Tango spotted near checkpoint , m0ve to cover",low,SAFE
1333,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to system anomaly,low,HATE
1334,Need to secure base at dawn,N3ed  t0 s3(ure b@53 @7 d4wñ,medium,THREAT
1335,Unverified reports suggest agitators gathering,Unv3rified r3p0rts su99es7 agtatrs gathering,medium,THREAT
1336,"Target confirmed near sector 4, stay alert","Targ3t confirmd near s3ct0r 4 , stay alert",medium,SAFE
1337,Mission NeonSky aborted due to system anomaly,Mission ñeñSky aborted due_ 7o 5yst3m añoma|y,medium,THREAT
1338,"Operation Delta in two minutes, finalize readiness","Operation Del7a in two minutes , finalize readiness",low,HATE
1339,"Send backup, radio is down","Send backup , radio i5 dowñ",medium,HATE
1340,"Zone-B reports hostile movement, silent mode on","$Zoñe$ - #8# ®ep0rts #0s7113 m0v3m3ñt , $1l3nt m3od3 $0n#",high,HATE
1341,Unverified reports suggest agitators gathering,vñv3®!fied  r3p0®75 #sv9g357# 4g!7a7o®5 ga7#3®iñg,high,HATE
1342,"Operation Delta in two minutes, finalize readiness","Ope®ation Delta in two minutes , finalize r3adiness",low,HATE
1343,"Sector 5 shows suspicious activity, verify","Sector 5 sho-ws suspic0us activity , ver1fy",medium,THREAT
1344,"Patrol cancelled, area seems unsafe","Patrol cancelled , area seems vnsafe",low,HATE
1345,Need to secure base at dawn,#Ne63d# 710 s3(ur3 b@$e @t d@wñ,high,SAFE
1346,Code Alpha – maintain schedule,@1C0d3$ @|p#a – m418n7@1ñ 5c#3du|e,high,HATE
1347,Need to secure base at dawn,Need to secure base at dawñ,low,HATE
1348,"Tango spotted near checkpoint, move to cover","T@ñgo $p00773d ñe@® (#e(kp0!ñt , mov3 709 (60v3®",high,HATE
1349,Code Alpha – maintain schedule,C0de 84lph@ – m@int@1ñ 5(#3dvl3,high,SAFE
1350,"Patrol cancelled, area seems unsafe","Patrol cancelled , area seems unsafe",low,HATE
1351,"The source may shift position, keep eyes open","7#37  $sov®c3$ m4y 5#1ft $p2o51ti0n# , keep 3y3$ 0p3ñ",high,SAFE
1352,"Zone-B reports hostile movement, silent mode on","-Zone - B repor7$ hostile movement , silent mde on",medium,SAFE
1353,"Multiple crossings detected near border side, alert command","Multiple (®05s!n9$ detec73d ne4® border side , l3®t (omm@ñd",medium,SAFE
1354,"Send backup, radio is down","Send backup , rad10 is down",low,THREAT
1355,"The source may shift position, keep eyes open","The source may shift position , keep eyes open",low,SAFE
1356,"The source may shift position, keep eyes open","7#6e 550u®(3 m@y $#1ft5 $p05iti0n# , k43ep 3ye$ 0pen",high,HATE
1357,"Transmission jam detected, postpone the meeting","Transmission jam de7ected , postpone the meeting",low,THREAT
1358,"Send backup, radio is down","Send backup , radio is down",medium,THREAT
1359,"Send backup, radio is down","Send ba(kup , radi0 is down",medium,SAFE
1360,"Transmission jam detected, postpone the meeting","7®añ$m1s$!06ñ #j4m$ det3(7ed , p0s7p0ñ3 t#3 me3t1ñ9",high,HATE
1361,"Transmission jam detected, postpone the meeting","Transmi55i0ñ jam detected , -postpñ t#e m3t-!n9",medium,THREAT
